Store,Response,Week Starting,Schedule
Manchester,happy,"January 14, 2024",FRONT KITCHEN
Surrey,happy,"January 14, 2024",BACK KITCHEN
London,happy,"January 14, 2024",FRONT KITCHEN
London,happy,"January 14, 2024",FRONT KITCHEN
London,happy,"January 14, 2024",RESTAURANT
London,happy,"January 14, 2024",RESTAURANT
Surrey,happy,"January 14, 2024",BACK KITCHEN
Surrey,neutral,"January 14, 2024",FRONT KITCHEN
London,happy,"January 14, 2024",BACK KITCHEN
London,happy,"January 14, 2024",FRONT KITCHEN
Manchester,neutral,"January 14, 2024",BACK KITCHEN
Manchester,happy,"January 14, 2024",RESTAURANT
London,neutral,"January 14, 2024",BACK KITCHEN
London,happy,"January 14, 2024",BAR
London,neutral,"January 14, 2024",FRONT KITCHEN
Surrey,neutral,"January 14, 2024",BACK KITCHEN
Durham,neutral,"January 14, 2024",DIM SUM CK
Durham,neutral,"January 14, 2024",DIM SUM CK
Durham,neutral,"January 14, 2024",DIM SUM CK
London,neutral,"January 14, 2024",RESTAURANT
Durham,neutral,"January 14, 2024",DIM SUM CK
Durham,neutral,"January 14, 2024",DIM SUM CK
Durham,neutral,"January 14, 2024",DIM SUM CK
Surrey,happy,"January 14, 2024",BAR
London,sad,"January 14, 2024",BACK KITCHEN
Durham,happy,"January 14, 2024",HOT KITCHEN
Durham,sad,"January 14, 2024",HOT KITCHEN
Durham,happy,"January 14, 2024",HOT KITCHEN
Durham,neutral,"January 14, 2024",HOT KITCHEN
Durham,neutral,"January 14, 2024",HOT KITCHEN
Durham,happy,"January 14, 2024",HOT KITCHEN
Durham,happy,"January 14, 2024",HOT KITCHEN
Durham,happy,"January 14, 2024",HOT KITCHEN
Durham,neutral,"January 14, 2024",HOT KITCHEN
Durham,neutral,"January 14, 2024",HOT KITCHEN
Durham,neutral,"January 14, 2024",DIM SUM CK
Durham,neutral,"January 14, 2024",DIM SUM CK
Manchester,happy,"January 14, 2024",RECEPTION
Durham,neutral,"January 14, 2024",COLD KITCHEN
Durham,neutral,"January 14, 2024",COLD KITCHEN
Durham,neutral,"January 14, 2024",COLD KITCHEN
Durham,neutral,"January 14, 2024",HOT KITCHEN
London,neutral,"January 14, 2024",RESTAURANT
London,sad,"January 14, 2024",RESTAURANT
Manchester,happy,"January 14, 2024",BACK KITCHEN
Surrey,neutral,"January 14, 2024",RECEPTION
Surrey,happy,"January 14, 2024",RESTAURANT
Durham,happy,"January 14, 2024",COLD KITCHEN
Surrey,happy,"January 14, 2024",BACK KITCHEN
Durham,neutral,"January 14, 2024",DIM SUM CK
Manchester,happy,"January 14, 2024",RECEPTION
Durham,neutral,"January 14, 2024",COLD KITCHEN
Durham,neutral,"January 14, 2024",COLD KITCHEN
Durham,neutral,"January 14, 2024",HOT KITCHEN
Durham,neutral,"January 14, 2024",COLD KITCHEN
Durham,neutral,"January 14, 2024",COLD KITCHEN
Manchester,happy,"January 14, 2024",RESTAURANT
London,happy,"January 14, 2024",RESTAURANT
Manchester,neutral,"January 14, 2024",RESTAURANT
Manchester,neutral,"January 14, 2024",RESTAURANT
Manchester,neutral,"January 14, 2024",RESTAURANT
Manchester,neutral,"January 14, 2024",RESTAURANT
London,neutral,"January 14, 2024",RECEPTION
Durham,happy,"January 14, 2024",COLD KITCHEN
Manchester,neutral,"January 14, 2024",RESTAURANT
Manchester,happy,"January 14, 2024",RESTAURANT
Durham,neutral,"January 14, 2024",DIM SUM CK
Manchester,happy,"January 14, 2024",RESTAURANT
Durham,neutral,"January 14, 2024",DIM SUM CK
Manchester,neutral,"January 14, 2024",BAR
Durham,neutral,"January 14, 2024",DIM SUM CK
Manchester,neutral,"January 14, 2024",BAR
Manchester,neutral,"January 14, 2024",RESTAURANT
Manchester,happy,"January 14, 2024",BAR
Surrey,happy,"January 14, 2024",RESTAURANT
London,neutral,"January 14, 2024",RESTAURANT
London,happy,"January 14, 2024",RESTAURANT
Durham,neutral,"January 14, 2024",DIM SUM CK
Durham,neutral,"January 14, 2024",DIM SUM CK
Durham,neutral,"January 14, 2024",DIM SUM CK
Durham,neutral,"January 14, 2024",DIM SUM CK
Manchester,neutral,"January 14, 2024",RECEPTION
Durham,neutral,"January 14, 2024",DIM SUM CK
Surrey,neutral,"January 14, 2024",RESTAURANT
Surrey,happy,"January 14, 2024",RESTAURANT
Surrey,neutral,"January 14, 2024",RESTAURANT
Surrey,happy,"January 14, 2024",BAR
Surrey,happy,"January 14, 2024",BAR
London,neutral,"January 14, 2024",RESTAURANT
London,happy,"January 14, 2024",RESTAURANT
Surrey,happy,"January 14, 2024",BAR
London,happy,"January 14, 2024",RESTAURANT
Manchester,happy,"January 14, 2024",RECEPTION
Surrey,happy,"January 14, 2024",RESTAURANT
Surrey,neutral,"January 14, 2024",RESTAURANT
Surrey,neutral,"January 14, 2024",RESTAURANT
Surrey,neutral,"January 14, 2024",RESTAURANT
Surrey,neutral,"January 14, 2024",BACK KITCHEN
Surrey,neutral,"January 14, 2024",RECEPTION
Surrey,neutral,"January 14, 2024",RECEPTION
Surrey,neutral,"January 14, 2024",RESTAURANT
London,happy,"January 14, 2024",BAR
Surrey,neutral,"January 14, 2024",RECEPTION
Surrey,neutral,"January 14, 2024",RECEPTION
Manchester,happy,"January 14, 2024",FRONT KITCHEN
Manchester,neutral,"January 14, 2024",FRONT KITCHEN
Surrey,neutral,"January 14, 2024",BACK KITCHEN
London,happy,"January 14, 2024",RESTAURANT
Surrey,sad,"January 14, 2024",BACK KITCHEN
Surrey,neutral,"January 14, 2024",BACK KITCHEN
Surrey,happy,"January 14, 2024",BACK KITCHEN
Surrey,happy,"January 14, 2024",BACK KITCHEN
Manchester,happy,"January 14, 2024",BACK KITCHEN
Manchester,happy,"January 14, 2024",BACK KITCHEN
Manchester,neutral,"January 14, 2024",BACK KITCHEN
Manchester,neutral,"January 14, 2024",BACK KITCHEN
London,neutral,"January 14, 2024",FRONT KITCHEN
London,neutral,"January 14, 2024",BACK KITCHEN
London,sad,"January 14, 2024",BACK KITCHEN
London,happy,"January 14, 2024",FRONT KITCHEN
Surrey,happy,"January 14, 2024",FRONT KITCHEN
Surrey,neutral,"January 14, 2024",FRONT KITCHEN
Surrey,neutral,"January 14, 2024",FRONT KITCHEN
Surrey,neutral,"January 14, 2024",FRONT KITCHEN
Surrey,sad,"January 14, 2024",FRONT KITCHEN
London,happy,"January 14, 2024",RESTAURANT
Manchester,happy,"January 14, 2024",FRONT KITCHEN
Manchester,neutral,"January 14, 2024",FRONT KITCHEN
London,sad,"January 14, 2024",BAR
London,neutral,"January 14, 2024",RESTAURANT
London,neutral,"January 14, 2024",FRONT KITCHEN
Manchester,happy,"January 14, 2024",BACK KITCHEN
London,neutral,"January 14, 2024",FRONT KITCHEN
London,happy,"January 14, 2024",FRONT KITCHEN
Surrey,happy,"January 14, 2024",BACK KITCHEN
Surrey,neutral,"January 14, 2024",FRONT KITCHEN
Durham,happy,"January 14, 2024",HOT KITCHEN
London,neutral,"January 14, 2024",BACK KITCHEN
Durham,happy,"January 14, 2024",HOT KITCHEN
Durham,neutral,"January 14, 2024",HOT KITCHEN
Durham,happy,"January 14, 2024",HOT KITCHEN
Durham,happy,"January 14, 2024",HOT KITCHEN
Durham,sad,"January 14, 2024",HOT KITCHEN
Durham,neutral,"January 14, 2024",DIM SUM CK
Manchester,happy,"January 14, 2024",BACK KITCHEN
London,neutral,"January 14, 2024",FRONT KITCHEN
Surrey,neutral,"January 14, 2024",RECEPTION
London,sad,"January 14, 2024",BACK KITCHEN
Durham,neutral,"January 14, 2024",DIM SUM CK
Surrey,happy,"January 14, 2024",RESTAURANT
Surrey,neutral,"January 14, 2024",RESTAURANT
Surrey,neutral,"January 14, 2024",RESTAURANT
Surrey,happy,"January 14, 2024",RESTAURANT
Surrey,happy,"January 14, 2024",RESTAURANT
Manchester,happy,"January 14, 2024",RESTAURANT
Manchester,happy,"January 14, 2024",RESTAURANT
Surrey,happy,"January 14, 2024",BAR
Surrey,happy,"January 14, 2024",BAR
Surrey,happy,"January 14, 2024",BAR
Manchester,happy,"January 14, 2024",RESTAURANT
Manchester,happy,"January 14, 2024",RESTAURANT
Surrey,neutral,"January 14, 2024",RESTAURANT
Manchester,neutral,"January 14, 2024",RESTAURANT
Surrey,happy,"January 14, 2024",RESTAURANT
Surrey,happy,"January 14, 2024",RESTAURANT
Surrey,happy,"January 14, 2024",RESTAURANT
Surrey,happy,"January 14, 2024",RESTAURANT
Manchester,happy,"January 14, 2024",RESTAURANT
Manchester,happy,"January 14, 2024",BAR
Manchester,happy,"January 14, 2024",RESTAURANT
Manchester,happy,"January 14, 2024",RECEPTION
Manchester,happy,"January 14, 2024",BAR
Manchester,neutral,"January 14, 2024",RESTAURANT
Manchester,neutral,"January 14, 2024",RESTAURANT
Manchester,happy,"January 14, 2024",RECEPTION
Manchester,neutral,"January 14, 2024",RESTAURANT
Manchester,neutral,"January 14, 2024",BAR
Surrey,happy,"January 14, 2024",RESTAURANT
Surrey,neutral,"January 14, 2024",RESTAURANT
Manchester,happy,"January 14, 2024",RESTAURANT
Manchester,neutral,"January 14, 2024",BAR
Surrey,happy,"January 14, 2024",BACK KITCHEN
Surrey,happy,"January 14, 2024",BACK KITCHEN
Surrey,happy,"January 14, 2024",BACK KITCHEN
Surrey,happy,"January 14, 2024",BACK KITCHEN
Surrey,sad,"January 14, 2024",FRONT KITCHEN
Surrey,sad,"January 14, 2024",FRONT KITCHEN
Surrey,neutral,"January 14, 2024",RESTAURANT
Surrey,neutral,"January 14, 2024",RECEPTION
Manchester,neutral,"January 14, 2024",BACK KITCHEN
Manchester,neutral,"January 14, 2024",BACK KITCHEN
Manchester,sad,"January 14, 2024",BACK KITCHEN
Surrey,neutral,"January 14, 2024",RESTAURANT
Manchester,happy,"January 14, 2024",BACK KITCHEN
Manchester,happy,"January 14, 2024",FRONT KITCHEN
Manchester,neutral,"January 14, 2024",RESTAURANT
Surrey,sad,"January 14, 2024",FRONT KITCHEN
Surrey,neutral,"January 14, 2024",FRONT KITCHEN
Manchester,happy,"January 14, 2024",FRONT KITCHEN
Manchester,happy,"January 14, 2024",FRONT KITCHEN
Manchester,happy,"January 14, 2024",FRONT KITCHEN
London,happy,"January 14, 2024",RESTAURANT
Surrey,happy,"January 14, 2024",RESTAURANT
Surrey,neutral,"January 14, 2024",RESTAURANT
Surrey,neutral,"January 14, 2024",RECEPTION
London,neutral,"January 14, 2024",RESTAURANT
Surrey,neutral,"January 14, 2024",FRONT KITCHEN
London,happy,"January 14, 2024",RESTAURANT
London,happy,"January 14, 2024",RESTAURANT
London,sad,"January 14, 2024",BAR
London,sad,"January 14, 2024",BAR
Surrey,neutral,"January 14, 2024",RECEPTION
Manchester,neutral,"January 14, 2024",RESTAURANT
Surrey,happy,"January 14, 2024",FRONT KITCHEN
London,neutral,"January 14, 2024",RESTAURANT
London,happy,"January 14, 2024",RESTAURANT
Surrey,neutral,"January 14, 2024",RECEPTION
Surrey,neutral,"January 14, 2024",FRONT KITCHEN
Manchester,happy,"January 14, 2024",RECEPTION
Manchester,happy,"January 14, 2024",FRONT KITCHEN
London,happy,"January 14, 2024",FRONT KITCHEN
Surrey,sad,"January 14, 2024",FRONT KITCHEN
London,neutral,"January 14, 2024",FRONT KITCHEN
Manchester,neutral,"January 14, 2024",FRONT KITCHEN
Surrey,neutral,"January 14, 2024",BACK KITCHEN
Surrey,happy,"January 14, 2024",BACK KITCHEN
Surrey,neutral,"January 14, 2024",BACK KITCHEN
Surrey,neutral,"January 14, 2024",FRONT KITCHEN
Manchester,happy,"January 14, 2024",RESTAURANT
Manchester,neutral,"January 14, 2024",BACK KITCHEN
Surrey,happy,"January 14, 2024",RESTAURANT
Surrey,neutral,"January 14, 2024",RESTAURANT
London,happy,"January 14, 2024",RESTAURANT
Surrey,happy,"January 14, 2024",BAR
Surrey,happy,"January 14, 2024",BACK KITCHEN
London,neutral,"January 14, 2024",RECEPTION
London,neutral,"January 14, 2024",RECEPTION
Manchester,neutral,"January 14, 2024",FRONT KITCHEN
Surrey,neutral,"January 14, 2024",RESTAURANT
Surrey,neutral,"January 14, 2024",BACK KITCHEN
Manchester,neutral,"January 14, 2024",BACK KITCHEN
London,neutral,"January 14, 2024",RESTAURANT
Surrey,neutral,"January 14, 2024",BACK KITCHEN
London,neutral,"January 14, 2024",BACK KITCHEN
Surrey,neutral,"January 14, 2024",FRONT KITCHEN
London,happy,"January 14, 2024",RESTAURANT
London,neutral,"January 14, 2024",BACK KITCHEN
Manchester,neutral,"January 14, 2024",FRONT KITCHEN
Manchester,sad,"January 14, 2024",RESTAURANT
London,neutral,"January 14, 2024",BACK KITCHEN
London,sad,"January 14, 2024",FRONT KITCHEN
London,neutral,"January 14, 2024",FRONT KITCHEN
London,happy,"January 14, 2024",FRONT KITCHEN
London,neutral,"January 14, 2024",FRONT KITCHEN
London,neutral,"January 14, 2024",FRONT KITCHEN
London,happy,"January 14, 2024",FRONT KITCHEN
London,neutral,"January 14, 2024",BACK KITCHEN
London,neutral,"January 14, 2024",RESTAURANT
Durham,neutral,"January 14, 2024",DIM SUM CK
Durham,neutral,"January 14, 2024",DIM SUM CK
London,happy,"January 14, 2024",RECEPTION
Durham,happy,"January 14, 2024",DIM SUM CK
Durham,neutral,"January 14, 2024",DIM SUM CK
Durham,neutral,"January 14, 2024",DIM SUM CK
Durham,neutral,"January 14, 2024",DIM SUM CK
London,happy,"January 14, 2024",RESTAURANT
Manchester,happy,"January 14, 2024",BACK KITCHEN
Durham,neutral,"January 14, 2024",DIM SUM CK
Durham,neutral,"January 14, 2024",DIM SUM CK
London,happy,"January 14, 2024",BACK KITCHEN
London,neutral,"January 14, 2024",BACK KITCHEN
London,happy,"January 14, 2024",BAR
London,happy,"January 14, 2024",RESTAURANT
London,happy,"January 14, 2024",RESTAURANT
London,happy,"January 14, 2024",RESTAURANT
London,neutral,"January 14, 2024",BACK KITCHEN
London,happy,"January 14, 2024",RESTAURANT
London,neutral,"January 14, 2024",RESTAURANT
London,neutral,"January 14, 2024",RESTAURANT
Surrey,happy,"January 14, 2024",RESTAURANT
Surrey,happy,"January 14, 2024",RESTAURANT
Surrey,happy,"January 14, 2024",RESTAURANT
Surrey,neutral,"January 14, 2024",RESTAURANT
London,neutral,"January 14, 2024",BAR
Manchester,happy,"January 14, 2024",RECEPTION
London,happy,"January 14, 2024",RESTAURANT
London,sad,"January 14, 2024",BACK KITCHEN
Surrey,happy,"January 7, 2024",BAR
Surrey,happy,"January 7, 2024",RESTAURANT
Surrey,happy,"January 7, 2024",RESTAURANT
Manchester,happy,"January 7, 2024",RESTAURANT
Surrey,happy,"January 7, 2024",BAR
Manchester,neutral,"January 7, 2024",RESTAURANT
Manchester,happy,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",BAR
Surrey,happy,"January 7, 2024",BAR
Manchester,sad,"January 7, 2024",RESTAURANT
Manchester,happy,"January 7, 2024",RESTAURANT
Manchester,happy,"January 7, 2024",RESTAURANT
Manchester,neutral,"January 7, 2024",RESTAURANT
Manchester,neutral,"January 7, 2024",RESTAURANT
Surrey,happy,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",RESTAURANT
Surrey,happy,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",RESTAURANT
Manchester,happy,"January 7, 2024",RESTAURANT
Surrey,happy,"January 7, 2024",RESTAURANT
Surrey,happy,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",RESTAURANT
London,happy,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",RESTAURANT
Surrey,happy,"January 7, 2024",RESTAURANT
Manchester,neutral,"January 7, 2024",BAR
Manchester,happy,"January 7, 2024",BAR
Manchester,happy,"January 7, 2024",BAR
Manchester,neutral,"January 7, 2024",BAR
Manchester,happy,"January 7, 2024",RECEPTION
Manchester,neutral,"January 7, 2024",RECEPTION
Manchester,neutral,"January 7, 2024",RESTAURANT
Manchester,happy,"January 7, 2024",FRONT KITCHEN
Surrey,happy,"January 7, 2024",BACK KITCHEN
Surrey,neutral,"January 7, 2024",BACK KITCHEN
Surrey,happy,"January 7, 2024",BACK KITCHEN
Surrey,happy,"January 7, 2024",BACK KITCHEN
Surrey,happy,"January 7, 2024",RESTAURANT
Manchester,happy,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",FRONT KITCHEN
Manchester,happy,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",FRONT KITCHEN
Surrey,happy,"January 7, 2024",FRONT KITCHEN
Manchester,neutral,"January 7, 2024",BACK KITCHEN
Manchester,sad,"January 7, 2024",BACK KITCHEN
Manchester,neutral,"January 7, 2024",BACK KITCHEN
Manchester,happy,"January 7, 2024",RESTAURANT
Surrey,happy,"January 7, 2024",BAR
Manchester,neutral,"January 7, 2024",BACK KITCHEN
Surrey,happy,"January 7, 2024",RESTAURANT
Manchester,happy,"January 7, 2024",FRONT KITCHEN
Surrey,neutral,"January 7, 2024",RESTAURANT
London,sad,"January 7, 2024",BAR
London,sad,"January 7, 2024",BAR
Manchester,happy,"January 7, 2024",BAR
Surrey,neutral,"January 7, 2024",RECEPTION
London,happy,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",RECEPTION
Surrey,neutral,"January 7, 2024",RESTAURANT
Manchester,neutral,"January 7, 2024",FRONT KITCHEN
Surrey,neutral,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",FRONT KITCHEN
Surrey,neutral,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",RESTAURANT
London,neutral,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",RESTAURANT
London,neutral,"January 7, 2024",RESTAURANT
London,happy,"January 7, 2024",RESTAURANT
London,neutral,"January 7, 2024",RESTAURANT
London,neutral,"January 7, 2024",RESTAURANT
London,neutral,"January 7, 2024",RECEPTION
London,neutral,"January 7, 2024",RECEPTION
Surrey,neutral,"January 7, 2024",RECEPTION
London,neutral,"January 7, 2024",BACK KITCHEN
London,neutral,"January 7, 2024",BACK KITCHEN
London,happy,"January 7, 2024",BACK KITCHEN
London,neutral,"January 7, 2024",FRONT KITCHEN
London,neutral,"January 7, 2024",FRONT KITCHEN
London,happy,"January 7, 2024",FRONT KITCHEN
London,happy,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",FRONT KITCHEN
Surrey,neutral,"January 7, 2024",FRONT KITCHEN
Manchester,neutral,"January 7, 2024",FRONT KITCHEN
London,neutral,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",BACK KITCHEN
Manchester,happy,"January 7, 2024",None
Manchester,happy,"January 7, 2024",RECEPTION
Surrey,happy,"January 7, 2024",RECEPTION
Surrey,neutral,"January 7, 2024",FRONT KITCHEN
Surrey,happy,"January 7, 2024",RECEPTION
Surrey,neutral,"January 7, 2024",FRONT KITCHEN
Manchester,neutral,"January 7, 2024",FRONT KITCHEN
Manchester,neutral,"January 7, 2024",FRONT KITCHEN
Manchester,neutral,"January 7, 2024",FRONT KITCHEN
London,neutral,"January 7, 2024",RESTAURANT
London,happy,"January 7, 2024",BAR
Manchester,happy,"January 7, 2024",RECEPTION
London,happy,"January 7, 2024",RESTAURANT
Manchester,neutral,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",FRONT KITCHEN
Surrey,sad,"January 7, 2024",FRONT KITCHEN
Surrey,happy,"January 7, 2024",BAR
Surrey,happy,"January 7, 2024",BACK KITCHEN
London,neutral,"January 7, 2024",BACK KITCHEN
London,happy,"January 7, 2024",FRONT KITCHEN
London,neutral,"January 7, 2024",FRONT KITCHEN
London,happy,"January 7, 2024",FRONT KITCHEN
London,sad,"January 7, 2024",FRONT KITCHEN
London,happy,"January 7, 2024",FRONT KITCHEN
Manchester,neutral,"January 7, 2024",BACK KITCHEN
London,happy,"January 7, 2024",RESTAURANT
Manchester,happy,"January 7, 2024",FRONT KITCHEN
London,happy,"January 7, 2024",BAR
London,happy,"January 7, 2024",BACK KITCHEN
Surrey,happy,"January 7, 2024",BACK KITCHEN
London,happy,"January 7, 2024",RESTAURANT
Manchester,neutral,"January 7, 2024",FRONT KITCHEN
London,neutral,"January 7, 2024",FRONT KITCHEN
Surrey,neutral,"January 7, 2024",BAR
London,happy,"January 7, 2024",RESTAURANT
Manchester,neutral,"January 7, 2024",BACK KITCHEN
London,neutral,"January 7, 2024",RESTAURANT
London,neutral,"January 7, 2024",BACK KITCHEN
London,happy,"January 7, 2024",RESTAURANT
Surrey,happy,"January 7, 2024",BACK KITCHEN
Surrey,neutral,"January 7, 2024",FRONT KITCHEN
Surrey,neutral,"January 7, 2024",BACK KITCHEN
Surrey,happy,"January 7, 2024",BACK KITCHEN
Manchester,neutral,"January 7, 2024",RESTAURANT
London,sad,"January 7, 2024",BACK KITCHEN
London,neutral,"January 7, 2024",BACK KITCHEN
Durham,happy,"January 7, 2024",DIM SUM CK
Durham,neutral,"January 7, 2024",DIM SUM CK
Durham,neutral,"January 7, 2024",DIM SUM CK
Durham,neutral,"January 7, 2024",DIM SUM CK
Durham,neutral,"January 7, 2024",DIM SUM CK
Durham,neutral,"January 7, 2024",DIM SUM CK
Durham,neutral,"January 7, 2024",COLD KITCHEN
Durham,neutral,"January 7, 2024",COLD KITCHEN
Durham,neutral,"January 7, 2024",COLD KITCHEN
Manchester,happy,"January 7, 2024",BACK KITCHEN
Durham,neutral,"January 7, 2024",DIM SUM CK
Durham,neutral,"January 7, 2024",DIM SUM CK
Durham,happy,"January 7, 2024",HOT KITCHEN
Surrey,happy,"January 7, 2024",RESTAURANT
London,happy,"January 7, 2024",RESTAURANT
London,neutral,"January 7, 2024",BAR
London,neutral,"January 7, 2024",RESTAURANT
London,neutral,"January 7, 2024",RESTAURANT
Manchester,happy,"January 7, 2024",RESTAURANT
Surrey,happy,"January 7, 2024",RESTAURANT
Surrey,happy,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",RECEPTION
Durham,happy,"January 7, 2024",COLD KITCHEN
Durham,sad,"January 7, 2024",HOT KITCHEN
Durham,neutral,"January 7, 2024",HOT KITCHEN
Durham,happy,"January 7, 2024",HOT KITCHEN
Durham,sad,"January 7, 2024",HOT KITCHEN
Durham,happy,"January 7, 2024",HOT KITCHEN
Durham,neutral,"January 7, 2024",HOT KITCHEN
Durham,happy,"January 7, 2024",HOT KITCHEN
Manchester,neutral,"January 7, 2024",RECEPTION
Manchester,neutral,"January 7, 2024",BAR
Manchester,happy,"January 7, 2024",BACK KITCHEN
Manchester,happy,"January 7, 2024",BACK KITCHEN
Durham,neutral,"January 7, 2024",DIM SUM CK
Manchester,happy,"January 7, 2024",RESTAURANT
Manchester,neutral,"January 7, 2024",RESTAURANT
Manchester,neutral,"January 7, 2024",RESTAURANT
Manchester,happy,"January 7, 2024",RESTAURANT
Manchester,sad,"January 7, 2024",RESTAURANT
Surrey,happy,"January 7, 2024",RESTAURANT
Surrey,happy,"January 7, 2024",BAR
Surrey,happy,"January 7, 2024",BAR
Surrey,happy,"January 7, 2024",BAR
Surrey,neutral,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",RESTAURANT
Surrey,happy,"January 7, 2024",RESTAURANT
Surrey,happy,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",RESTAURANT
Surrey,happy,"January 7, 2024",RESTAURANT
Manchester,happy,"January 7, 2024",BAR
Manchester,happy,"January 7, 2024",BAR
Manchester,happy,"January 7, 2024",None
Surrey,happy,"January 7, 2024",RESTAURANT
Manchester,happy,"January 7, 2024",RECEPTION
Manchester,happy,"January 7, 2024",BAR
Manchester,neutral,"January 7, 2024",RESTAURANT
Manchester,happy,"January 7, 2024",RESTAURANT
Manchester,neutral,"January 7, 2024",RESTAURANT
Manchester,neutral,"January 7, 2024",RESTAURANT
Manchester,neutral,"January 7, 2024",RESTAURANT
Surrey,happy,"January 7, 2024",BACK KITCHEN
London,sad,"January 7, 2024",BAR
London,neutral,"January 7, 2024",BAR
Surrey,sad,"January 7, 2024",BACK KITCHEN
Surrey,happy,"January 7, 2024",BACK KITCHEN
Surrey,happy,"January 7, 2024",FRONT KITCHEN
Surrey,sad,"January 7, 2024",FRONT KITCHEN
Manchester,neutral,"January 7, 2024",BAR
Surrey,neutral,"January 7, 2024",FRONT KITCHEN
Surrey,neutral,"January 7, 2024",FRONT KITCHEN
Surrey,neutral,"January 7, 2024",FRONT KITCHEN
Manchester,happy,"January 7, 2024",FRONT KITCHEN
Manchester,happy,"January 7, 2024",FRONT KITCHEN
Surrey,happy,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",RECEPTION
Manchester,happy,"January 7, 2024",RESTAURANT
Surrey,happy,"January 7, 2024",RECEPTION
London,happy,"January 7, 2024",RESTAURANT
London,happy,"January 7, 2024",RESTAURANT
Manchester,neutral,"January 7, 2024",BACK KITCHEN
Manchester,happy,"January 7, 2024",BACK KITCHEN
Surrey,neutral,"January 7, 2024",RESTAURANT
Manchester,neutral,"January 7, 2024",BACK KITCHEN
London,happy,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",RECEPTION
London,happy,"January 7, 2024",RESTAURANT
London,neutral,"January 7, 2024",RESTAURANT
London,happy,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",RESTAURANT
Manchester,neutral,"January 7, 2024",BACK KITCHEN
Surrey,neutral,"January 7, 2024",RESTAURANT
Manchester,neutral,"January 7, 2024",FRONT KITCHEN
Manchester,neutral,"January 7, 2024",FRONT KITCHEN
Surrey,happy,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",RESTAURANT
London,happy,"January 7, 2024",BACK KITCHEN
Manchester,neutral,"January 7, 2024",RESTAURANT
London,neutral,"January 7, 2024",BACK KITCHEN
London,neutral,"January 7, 2024",BACK KITCHEN
Manchester,neutral,"January 7, 2024",RESTAURANT
London,neutral,"January 7, 2024",RESTAURANT
Manchester,happy,"January 7, 2024",RECEPTION
Surrey,happy,"January 7, 2024",RESTAURANT
London,happy,"January 7, 2024",FRONT KITCHEN
London,neutral,"January 7, 2024",FRONT KITCHEN
Manchester,neutral,"January 7, 2024",FRONT KITCHEN
London,happy,"January 7, 2024",RECEPTION
London,neutral,"January 7, 2024",RECEPTION
London,happy,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",BACK KITCHEN
Surrey,happy,"January 7, 2024",RECEPTION
Surrey,neutral,"January 7, 2024",FRONT KITCHEN
Manchester,neutral,"January 7, 2024",FRONT KITCHEN
Surrey,neutral,"January 7, 2024",FRONT KITCHEN
Manchester,neutral,"January 7, 2024",BACK KITCHEN
London,neutral,"January 7, 2024",RESTAURANT
London,neutral,"January 7, 2024",RECEPTION
Surrey,happy,"January 7, 2024",RECEPTION
Surrey,neutral,"January 7, 2024",RECEPTION
London,neutral,"January 7, 2024",RESTAURANT
Manchester,happy,"January 7, 2024",RECEPTION
Surrey,neutral,"January 7, 2024",BAR
London,happy,"January 7, 2024",FRONT KITCHEN
London,neutral,"January 7, 2024",FRONT KITCHEN
London,neutral,"January 7, 2024",FRONT KITCHEN
London,happy,"January 7, 2024",FRONT KITCHEN
London,happy,"January 7, 2024",BACK KITCHEN
Manchester,neutral,"January 7, 2024",RESTAURANT
Surrey,neutral,"January 7, 2024",FRONT KITCHEN
Manchester,happy,"January 7, 2024",FRONT KITCHEN
Surrey,neutral,"January 7, 2024",BACK KITCHEN
Surrey,neutral,"January 7, 2024",FRONT KITCHEN
Surrey,happy,"January 7, 2024",BACK KITCHEN
